NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
222.62,817.82,856.23,2110.6,222.62,817.82,856.23,2110.6,222.62,817.82,856.23,2110.6,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
267.41,2111.5,308.37,2125.2,267.41,2111.5,308.37,2125.2,267.41,2111.5,308.37,2125.2,0
230.74,2112.1,279,2099.8,230.74,2112.1,279,2099.8,230.74,2112.1,279,2099.8,0
237.18,1997.5,268.12,1998.2,237.18,1997.5,268.12,1998.2,237.18,1997.5,268.12,1998.2,0
250.77,2094.1,233.43,2166.8,250.77,2094.1,233.43,2166.8,250.77,2094.1,233.43,2166.8,0
227.37,2171.6,233.76,2180,227.37,2171.6,233.76,2180,227.37,2171.6,233.76,2180,0
226.74,2130.7,260.07,2127,226.74,2130.7,260.07,2127,226.74,2130.7,260.07,2127,0
272.4,2085.4,295.14,2084.7,272.4,2085.4,295.14,2084.7,272.4,2085.4,295.14,2084.7,0
242.06,2088,280.29,2090.3,242.06,2088,280.29,2090.3,242.06,2088,280.29,2090.3,0
227.04,2087.8,267.66,2079.7,227.04,2087.8,267.66,2079.7,227.04,2087.8,267.66,2079.7,0
240.28,2179.4,249.75,2137.2,240.28,2179.4,249.75,2137.2,240.28,2179.4,249.75,2137.2,0
231.8,2078.2,265.22,2061.9,231.8,2078.2,265.22,2061.9,231.8,2078.2,265.22,2061.9,0
243.98,2084.6,276.56,2107.6,243.98,2084.6,276.56,2107.6,243.98,2084.6,276.56,2107.6,0
251.39,2000.4,281.42,2004.1,251.39,2000.4,281.42,2004.1,251.39,2000.4,281.42,2004.1,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
254.04,2049,296.68,2008.5,254.04,2049,296.68,2008.5,254.04,2049,296.68,2008.5,0
234.36,2132.1,244.08,2148.7,234.36,2132.1,244.08,2148.7,234.36,2132.1,244.08,2148.7,0
252.04,2127.6,285.16,2131.5,252.04,2127.6,285.16,2131.5,252.04,2127.6,285.16,2131.5,0
227.26,1944.6,229.59,1986.5,227.26,1944.6,229.59,1986.5,227.26,1944.6,229.59,1986.5,0
257.17,2034.1,299.77,2014.4,257.17,2034.1,299.77,2014.4,257.17,2034.1,299.77,2014.4,0
268.69,1956.1,322.16,1959,268.69,1956.1,322.16,1959,268.69,1956.1,322.16,1959,0
247.47,2062.4,283.74,2088.6,247.47,2062.4,283.74,2088.6,247.47,2062.4,283.74,2088.6,0
273.32,2102.3,278.68,1993.9,273.32,2102.3,278.68,1993.9,273.32,2102.3,278.68,1993.9,0
247.97,1969.2,231.97,2078.2,247.97,1969.2,231.97,2078.2,247.97,1969.2,231.97,2078.2,1
271.75,1921.4,310.02,1911,271.75,1921.4,310.02,1911,271.75,1921.4,310.02,1911,1
274.59,2017.7,334.27,2002.3,274.59,2017.7,334.27,2002.3,274.59,2017.7,334.27,2002.3,1
284.56,2033.1,340.98,1990.8,284.56,2033.1,340.98,1990.8,284.56,2033.1,340.98,1990.8,1
261.9,1887.8,320.54,1875.7,261.9,1887.8,320.54,1875.7,261.9,1887.8,320.54,1875.7,1
268.99,2001.2,345.82,1952.8,268.99,2001.2,345.82,1952.8,268.99,2001.2,345.82,1952.8,1
238.9,1975,311.97,1946.4,238.9,1975,311.97,1946.4,238.9,1975,311.97,1946.4,1
242.06,2121.1,280.55,2094.6,242.06,2121.1,280.55,2094.6,242.06,2121.1,280.55,2094.6,1
257.99,2014.7,275.73,2027.9,257.99,2014.7,275.73,2027.9,257.99,2014.7,275.73,2027.9,1
237.45,1991.9,269.36,1999.8,237.45,1991.9,269.36,1999.8,237.45,1991.9,269.36,1999.8,1
275.32,2113.7,347.58,2022.6,275.32,2113.7,347.58,2022.6,275.32,2113.7,347.58,2022.6,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
232.09,2045.6,309.87,2022.9,232.09,2045.6,309.87,2022.9,232.09,2045.6,309.87,2022.9,1
258.9,2013.8,287.06,2015.9,258.9,2013.8,287.06,2015.9,258.9,2013.8,287.06,2015.9,1
236.68,1966.4,289.5,1933.9,236.68,1966.4,289.5,1933.9,236.68,1966.4,289.5,1933.9,1
218.63,1951.3,290.18,2032.8,218.63,1951.3,290.18,2032.8,218.63,1951.3,290.18,2032.8,1
250.89,2088,345.83,2047.8,250.89,2088,345.83,2047.8,250.89,2088,345.83,2047.8,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
220.12,2078.1,343.36,2009.6,220.12,2078.1,343.36,2009.6,220.12,2078.1,343.36,2009.6,1
227.34,2117.7,281.35,2056,227.34,2117.7,281.35,2056,227.34,2117.7,281.35,2056,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
197.28,1845.1,273.94,1927,197.28,1845.1,273.94,1927,197.28,1845.1,273.94,1927,1
248.21,2120,309.27,2071.8,248.21,2120,309.27,2071.8,248.21,2120,309.27,2071.8,1
247.8,2114,347.81,2049.9,247.8,2114,347.81,2049.9,247.8,2114,347.81,2049.9,1
234.65,2126.5,337.4,2088.4,234.65,2126.5,337.4,2088.4,234.65,2126.5,337.4,2088.4,1
250.19,2127.4,310.6,2055.2,250.19,2127.4,310.6,2055.2,250.19,2127.4,310.6,2055.2,2
269.97,2095,334.32,2032.3,269.97,2095,334.32,2032.3,269.97,2095,334.32,2032.3,2
233.71,2051.7,320.73,2002.5,233.71,2051.7,320.73,2002.5,233.71,2051.7,320.73,2002.5,2
237.95,2127,339.55,2046.9,237.95,2127,339.55,2046.9,237.95,2127,339.55,2046.9,2
305.8,1911.9,436.1,1858.8,305.8,1911.9,436.1,1858.8,305.8,1911.9,436.1,1858.8,2
301.2,1716.3,347.3,1699.1,301.2,1716.3,347.3,1699.1,301.2,1716.3,347.3,1699.1,2
257.46,1931.3,239.73,1954.5,257.46,1931.3,239.73,1954.5,257.46,1931.3,239.73,1954.5,2
240.42,2076.1,343.03,2005.3,240.42,2076.1,343.03,2005.3,240.42,2076.1,343.03,2005.3,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
218.51,2262.9,310.01,2144.3,218.51,2262.9,310.01,2144.3,218.51,2262.9,310.01,2144.3,2
229.8,2202.9,357.91,2134.7,229.8,2202.9,357.91,2134.7,229.8,2202.9,357.91,2134.7,2
227.1,2202.6,321.5,2180.1,227.1,2202.6,321.5,2180.1,227.1,2202.6,321.5,2180.1,2
254.55,1984.7,310.87,2079,254.55,1984.7,310.87,2079,254.55,1984.7,310.87,2079,2
216.97,2172.9,316.36,2118.3,216.97,2172.9,316.36,2118.3,216.97,2172.9,316.36,2118.3,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
224.15,2236.4,289.94,2167.8,224.15,2236.4,289.94,2167.8,224.15,2236.4,289.94,2167.8,2
246.45,2189.7,314.53,2119.2,246.45,2189.7,314.53,2119.2,246.45,2189.7,314.53,2119.2,2
214.77,2172.8,319.73,2173.3,214.77,2172.8,319.73,2173.3,214.77,2172.8,319.73,2173.3,2
204.88,2136.5,309.16,2131.7,204.88,2136.5,309.16,2131.7,204.88,2136.5,309.16,2131.7,2
219.64,2214,303.18,2159.9,219.64,2214,303.18,2159.9,219.64,2214,303.18,2159.9,2
256.04,2162.3,383,2038.3,256.04,2162.3,383,2038.3,256.04,2162.3,383,2038.3,2
212.89,2130.7,309.57,2064.8,212.89,2130.7,309.57,2064.8,212.89,2130.7,309.57,2064.8,2
267.21,2011.2,410.91,1962.8,267.21,2011.2,410.91,1962.8,267.21,2011.2,410.91,1962.8,2
286.33,2061,353.44,2006.2,286.33,2061,353.44,2006.2,286.33,2061,353.44,2006.2,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
219.14,2150.6,338.01,2050.2,219.14,2150.6,338.01,2050.2,219.14,2150.6,338.01,2050.2,2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
227.91,2163.6,322.3,2093.2,227.91,2163.6,322.3,2093.2,227.91,2163.6,322.3,2093.2,3
